Timestamp,Humidity (%),Temperature (°C),Rain (mm/min)
12/23/2024 5:16,67.7,28.4,0
12/23/2024 5:16,68.8,27.4,0
12/23/2024 5:16,76.9,28.1,0
12/23/2024 5:16,72.5,26.4,0
12/23/2024 5:16,73,27.9,0
12/23/2024 5:16,74.4,28.3,0
12/23/2024 5:16,78.7,27,0
12/23/2024 5:17,78.1,27.1,0
12/23/2024 5:17,69.9,28.3,0
12/23/2024 5:17,73.4,26.4,0
12/23/2024 5:17,72.8,26.7,0
12/23/2024 5:17,78,27.6,0
12/23/2024 5:17,77.7,28.2,0
12/23/2024 5:17,83.1,28.1,0
12/23/2024 5:17,79.6,26.9,0
12/23/2024 5:17,75.2,28.4,0
12/23/2024 5:17,77.6,26.3,0
12/23/2024 5:17,76.9,28.1,0
12/23/2024 5:17,79,26.3,0
12/23/2024 5:18,70.1,28.1,0
12/23/2024 5:18,83.8,28.2,0
12/23/2024 5:18,67,28.3,0
12/23/2024 5:18,83.1,26.4,0
12/23/2024 5:18,68.3,27.3,0
12/23/2024 5:18,69.1,28.1,0
12/23/2024 5:18,68.3,27,0
12/23/2024 5:18,82.1,28,0
12/23/2024 5:18,78.9,27.8,0
12/23/2024 5:18,78.2,26.1,0
12/23/2024 5:18,81.6,27.7,0
12/23/2024 5:18,67.3,27.1,0
12/23/2024 5:19,82.9,26.9,0
12/23/2024 5:19,70,26.5,0
12/23/2024 5:19,78.7,27.1,0
12/23/2024 5:19,78.7,28.2,0
12/23/2024 5:19,84.6,27.2,0
12/23/2024 5:19,84.3,26.7,0
12/23/2024 5:19,79.7,27.6,0
12/23/2024 5:19,80.8,26.4,0
12/23/2024 5:19,78,28.3,0
12/23/2024 5:19,81.4,27.8,0
12/23/2024 5:19,76,27.5,0
12/23/2024 5:19,76.8,26.5,0
12/23/2024 5:20,71.9,27,0
12/23/2024 5:20,81.6,27.2,0
12/23/2024 5:20,72.3,27.2,0
12/23/2024 5:20,71.5,26.1,0
12/23/2024 5:20,80,27.6,0
12/23/2024 5:20,82.2,26.9,0
12/23/2024 5:20,78.7,26.1,0
12/23/2024 5:20,75.2,26.8,0
12/23/2024 5:20,76.8,26.9,0
12/23/2024 5:20,75.1,27.1,0
12/23/2024 5:20,77.2,26.3,0
12/23/2024 5:20,74.1,27.6,0
12/23/2024 5:21,80.3,28.2,0
12/23/2024 5:21,68.3,27.1,0
12/23/2024 5:21,82.5,27.8,0
12/23/2024 5:21,75.1,28.3,0
12/23/2024 5:21,81.8,26.8,0
12/23/2024 5:21,75,27.8,0
12/23/2024 5:21,85.8,26.6,0
12/23/2024 5:21,83.6,27.5,0
12/23/2024 5:21,83.9,27.2,0
12/23/2024 5:21,83.1,27.1,0
12/23/2024 5:21,78.6,28.3,0
12/23/2024 5:21,84.4,27,0
12/23/2024 5:22,67.9,27,0
12/23/2024 5:22,75.9,26.9,0
12/23/2024 5:22,71.1,27.9,0
12/23/2024 5:22,81.2,27.1,0
12/23/2024 5:22,76.1,27.5,0
12/23/2024 5:22,80.3,26.4,0
12/23/2024 5:22,82.8,26.5,0
12/23/2024 5:22,79.6,26.1,0
12/23/2024 5:22,72.7,27.4,0
12/23/2024 5:22,80.8,28,0
12/23/2024 5:22,85,27.7,0
12/23/2024 5:22,76.7,27.9,0
12/23/2024 5:23,67.9,28.5,0
12/23/2024 5:23,75.3,26.8,0
12/23/2024 5:23,82.7,26.8,0
12/23/2024 5:23,67.1,26.7,0
12/23/2024 5:23,80.6,26.7,0
12/23/2024 5:23,82.2,28.3,0
12/23/2024 5:23,81.2,27.1,0
12/23/2024 5:23,81.8,28.1,0
12/23/2024 5:23,72,26.7,0
12/23/2024 5:23,81.6,28.4,0
12/23/2024 5:23,75.9,28.5,0
12/23/2024 5:23,81.3,27.7,0
12/23/2024 5:24,73.2,28,0
12/23/2024 5:24,76.5,26.5,0
12/23/2024 5:24,68.8,27.7,0
12/23/2024 5:24,75.6,26.6,0
12/23/2024 5:24,67.6,26.7,0
12/23/2024 5:24,67.3,28.2,0
12/23/2024 5:24,73.9,28.1,0
12/23/2024 5:24,85.5,26.3,0
12/23/2024 5:24,84.6,28.5,0
12/23/2024 5:24,67.9,26.2,0
12/23/2024 5:24,72.6,26.2,0
12/23/2024 5:24,84.5,26.9,0
12/23/2024 5:25,70.9,26.2,0
12/23/2024 5:25,84.4,26.8,0
12/23/2024 5:25,70,26.3,0
12/23/2024 5:25,80.8,27.7,0
12/23/2024 5:25,75.5,28.1,0
12/23/2024 5:25,81.8,27,0
12/23/2024 5:25,81,28.4,0
12/23/2024 5:25,78.9,26.1,0
12/23/2024 5:25,69.2,26.6,0
12/23/2024 5:25,74.4,26.1,0
12/23/2024 5:25,73.4,26.7,0
12/23/2024 5:25,67.9,28.5,0
12/23/2024 5:26,69.1,27.1,0
12/23/2024 5:26,68.6,26.7,0
12/23/2024 5:26,74.6,27,0
12/23/2024 5:26,83,27,0
12/23/2024 5:26,73.5,26.4,0
12/23/2024 5:26,78.8,27.1,0
12/23/2024 5:26,83.2,28.4,0
12/23/2024 5:26,69,28.2,0
12/23/2024 5:26,80.8,27,0
12/23/2024 5:26,75.2,26.6,0
12/23/2024 5:26,69.6,27.9,0
12/23/2024 5:26,85.5,27.2,0
12/23/2024 5:27,71.8,26.5,0
12/23/2024 5:27,77.2,27.1,0
12/23/2024 5:27,85.6,26.7,0
12/23/2024 5:27,85.6,27.1,0
12/23/2024 5:27,79,26.1,0
12/23/2024 5:27,73.6,27.8,0
12/23/2024 5:27,68.6,28.3,0
12/23/2024 5:27,77.4,27.5,0
12/23/2024 5:27,82.6,27.9,0
12/23/2024 5:27,85.7,26.8,0
12/23/2024 5:27,84.9,26.8,0
12/23/2024 5:27,71.6,26.2,0
12/23/2024 5:28,77.5,26.6,0
12/23/2024 5:28,85,27.8,0
12/23/2024 5:28,70.1,26.1,0
12/23/2024 5:28,78,27.1,0
12/23/2024 5:28,68.8,28.1,0
12/23/2024 5:28,69.3,27.6,0
12/23/2024 5:28,81.3,26.4,0
12/23/2024 5:28,79.9,28.4,0
12/23/2024 5:28,85.9,26.3,0
12/23/2024 5:28,73,26.3,0
12/23/2024 5:28,80.7,27.2,0
12/23/2024 5:28,78.4,26.4,0
12/23/2024 5:29,82.3,26.3,0
12/23/2024 5:29,72.6,27.1,0
12/23/2024 5:29,77,28.3,0
12/23/2024 5:29,77.7,26.8,0
12/23/2024 5:29,71.1,27.9,0
12/23/2024 5:29,75.5,26.6,0
12/23/2024 5:29,73.6,27.4,0
12/23/2024 5:29,82.8,26.7,0
12/23/2024 5:29,72.3,26.8,0
12/23/2024 5:29,81.7,27.5,0
12/23/2024 5:29,82.6,26.2,0
12/23/2024 5:29,72,27.3,0
12/23/2024 5:30,76.5,26.6,0
12/23/2024 5:30,67.2,27.1,0
12/23/2024 5:30,67.2,27.2,0
12/23/2024 5:30,76.8,28.2,0
12/23/2024 5:30,75.1,27.5,0
12/23/2024 5:30,74.9,28.4,0
12/23/2024 5:30,76.8,27.6,0
12/23/2024 5:30,70.7,28.3,0
12/23/2024 5:30,83.9,26.5,0
12/23/2024 5:30,76.4,26.5,0
12/23/2024 5:30,82.6,27.3,0
12/23/2024 5:30,83.9,28,0
12/23/2024 5:31,78.1,28.2,0
12/23/2024 5:31,67.7,28.4,0
12/23/2024 5:31,81.9,26.2,0
12/23/2024 5:31,84.5,28.4,0
12/23/2024 5:31,80.8,28.1,0
12/23/2024 5:31,81.4,28.2,0
12/23/2024 5:31,84.2,26.5,0
12/23/2024 5:31,82.6,27.2,0
12/23/2024 5:31,69.2,28.5,0
12/23/2024 5:31,73.9,27.4,0
12/23/2024 5:31,82.3,27.7,0
12/23/2024 5:31,77.5,26.8,0
12/23/2024 5:32,78.6,26.5,0
12/23/2024 5:32,80.7,27.5,0
12/23/2024 5:32,70.8,26.9,0
12/23/2024 5:32,75.1,27.9,0
12/23/2024 5:32,74,28,0
12/23/2024 5:32,76.5,27.7,0
12/23/2024 5:32,80.8,26,0
12/23/2024 5:32,68.5,26.6,0
12/23/2024 5:32,83.5,27.6,0
12/23/2024 5:32,77.6,27.5,0
12/23/2024 5:32,80.2,26.4,0
12/23/2024 5:32,67.2,28,0
12/23/2024 5:33,84.9,26.1,0
12/23/2024 5:33,81.6,28,0
12/23/2024 5:33,78.4,26.3,0
12/23/2024 5:33,81.7,28.4,0
12/23/2024 5:33,76.5,27.8,0
12/23/2024 5:33,74.8,26.7,0
12/23/2024 5:33,85.8,28.4,0
12/23/2024 5:33,80.9,27.2,0
12/23/2024 5:33,76,26.8,0
12/23/2024 5:33,68.8,27.4,0
12/23/2024 5:33,75.5,27.9,0
12/23/2024 5:33,67.8,26.8,0
12/23/2024 5:34,70.9,27.5,0
12/23/2024 5:34,67,27.3,0
12/23/2024 5:34,80.8,28.4,0
12/23/2024 5:34,67.6,27,0
12/23/2024 5:34,74.1,28.5,0
12/23/2024 5:34,77.3,26.7,0
12/23/2024 5:34,82.8,27.5,0
12/23/2024 5:34,77.6,27.2,0
12/23/2024 5:34,85.5,26.9,0
12/23/2024 5:34,71.3,27.2,0
12/23/2024 5:34,72.5,27.4,0
12/23/2024 5:34,83.1,27.3,0
12/23/2024 5:35,78.1,28.3,0
12/23/2024 5:35,74.5,26,0
12/23/2024 5:35,72.8,27.9,0
12/23/2024 5:35,75.3,27.8,0
12/23/2024 5:35,69.4,26.1,0
12/23/2024 5:35,83.7,26.8,0
12/23/2024 5:35,72.4,26.3,0
12/23/2024 5:35,81.7,26.6,0
12/23/2024 5:35,71.7,27.4,0
12/23/2024 5:35,85.1,27.7,0
12/23/2024 5:35,73.7,27.6,0
12/23/2024 5:35,84.3,27.3,0
12/23/2024 5:36,83.8,27.6,0
12/23/2024 5:36,79.8,28,0
12/23/2024 5:36,78.8,28.5,0
12/23/2024 5:36,81.1,27.6,0
12/23/2024 5:36,83.9,27.7,0
12/23/2024 5:36,78.5,28.1,0
12/23/2024 5:36,69.8,26.2,0
12/23/2024 5:36,80.7,26.2,0
12/23/2024 5:36,79.7,26.1,0
12/23/2024 5:36,70.2,26.6,0
12/23/2024 5:36,74.8,27.6,0
12/23/2024 5:36,78.4,28.4,0
12/23/2024 5:37,74.7,26,0
12/23/2024 5:37,68.9,27.5,0
12/23/2024 5:37,80,26.6,0
12/23/2024 5:37,80.2,28.4,0
12/23/2024 5:37,79.5,27.8,0
12/23/2024 5:37,80.7,27.9,0
12/23/2024 5:37,82.8,27,0
12/23/2024 5:37,71.2,27.3,0
12/23/2024 5:37,86,28.3,0
12/23/2024 5:37,70.6,28.4,0
12/23/2024 5:37,74.8,26.7,0
12/23/2024 5:37,69.1,26.6,0
12/23/2024 5:38,71.7,28.1,0
12/23/2024 5:38,69.8,27,0
12/23/2024 5:38,68.7,27.7,0
12/23/2024 5:38,70.2,26,0
12/23/2024 5:38,77.9,26.7,0
12/23/2024 5:38,82.6,26.8,0
12/23/2024 5:38,75,28.1,0
12/23/2024 5:38,74,27.3,0
12/23/2024 5:38,70,26.9,0
12/23/2024 5:38,77.5,28,0
12/23/2024 5:38,81.3,26.3,0
12/23/2024 5:38,74.8,27.7,0
12/23/2024 5:39,70.7,27.4,0
12/23/2024 5:39,68.1,27.7,0
12/23/2024 5:39,76.5,28.5,0
12/23/2024 5:39,75.7,27.5,0
12/23/2024 5:39,85,27.5,0
12/23/2024 5:39,69.2,27.2,0
12/23/2024 5:39,79,27,0
12/23/2024 5:39,73.2,28.4,0
12/23/2024 5:39,76.7,28.2,0
12/23/2024 5:39,79,26.1,0
12/23/2024 5:39,73.4,28.1,0
12/23/2024 5:39,84.1,27,0
12/23/2024 5:40,83.6,28.3,0
12/23/2024 5:40,78.3,26,0
12/23/2024 5:40,82.7,26.6,0
12/23/2024 5:40,76.4,27,0
12/23/2024 5:40,82,27.4,0
12/23/2024 5:40,68.7,27.3,0
12/23/2024 5:40,73.6,27.9,0
12/23/2024 5:40,68,27.9,0
12/23/2024 5:40,69.3,26.8,0
12/23/2024 5:40,79.5,27.4,0
12/23/2024 5:40,79.7,27.3,0
12/23/2024 5:40,76.7,28,0
12/23/2024 5:41,75.2,27.6,0
12/23/2024 5:41,69.9,26.4,0
12/23/2024 5:41,82.9,26.8,0
12/23/2024 5:41,74.5,28.4,0
12/23/2024 5:41,67.7,26.2,0
12/23/2024 5:41,76.1,26.1,0
12/23/2024 5:41,73.7,27.6,0
12/23/2024 5:41,75.4,28.5,0
12/23/2024 5:41,73.9,26.4,0
12/23/2024 5:41,75.9,26.6,0
12/23/2024 5:41,75,27.4,0
12/23/2024 5:41,68.1,27.3,0
12/23/2024 5:42,81.5,27.4,0
12/23/2024 5:42,81.3,26.3,0
12/23/2024 5:42,68.9,27.3,0
12/23/2024 5:42,85.5,27.2,0
12/23/2024 5:42,70.3,28.4,0
12/23/2024 5:42,80.5,27,0
12/23/2024 5:42,83.8,28.4,0
12/23/2024 5:42,67.9,26.8,0
12/23/2024 5:42,77.3,27.6,0
12/23/2024 5:42,68.6,28,0
12/23/2024 5:42,75,27.7,0
12/23/2024 5:42,69.9,27.1,0
12/23/2024 5:43,67.1,26.6,0
12/23/2024 5:43,82.2,27.4,0
12/23/2024 5:43,84.3,28.1,0
12/23/2024 5:43,78.2,28,0
12/23/2024 5:43,79.1,28.5,0
12/23/2024 5:43,79.7,26.6,0
12/23/2024 5:43,79.8,26.5,0
12/23/2024 5:43,79.9,27,0
12/23/2024 5:43,72.8,27.8,0
12/23/2024 5:43,82.8,27.8,0
12/23/2024 5:43,83.7,26.7,0
12/23/2024 5:43,69.2,27,0
12/23/2024 5:44,76.1,26.1,0
12/23/2024 5:44,70.8,27.3,0
12/23/2024 5:44,84.9,28.4,0
12/23/2024 5:44,77,27.9,0
12/23/2024 5:44,73.7,28.2,0
12/23/2024 5:44,81.3,27.8,0
12/23/2024 5:44,77,28,0
12/23/2024 5:44,67.8,27.6,0
12/23/2024 5:44,80.2,28.2,0
12/23/2024 5:44,78.6,27.9,0
12/23/2024 5:44,74.3,28.4,0
12/23/2024 5:44,72.5,27.1,0
12/23/2024 5:45,69.1,27.2,0
12/23/2024 5:45,69.1,27.4,0
12/23/2024 5:45,84,26.4,0
12/23/2024 5:45,78.9,27.5,0
12/23/2024 5:45,70.3,27.4,0
12/23/2024 5:45,79,27.3,0
12/23/2024 5:45,69.5,27.1,0
12/23/2024 5:45,80.4,28.1,0
12/23/2024 5:45,72.8,28.1,0
12/23/2024 5:45,82.1,28.3,0
12/23/2024 5:45,74.8,28.3,0
12/23/2024 5:45,83.4,27.3,0
12/23/2024 5:46,79.2,26.9,0
12/23/2024 5:46,80.3,28.4,0
12/23/2024 5:46,75.4,27.9,0
12/23/2024 5:46,74.7,27.9,0
12/23/2024 5:46,79.9,26.5,0
12/23/2024 5:46,84.7,26.6,0
12/23/2024 5:46,76.8,26.3,0
12/23/2024 5:46,75.6,26.6,0
12/23/2024 5:46,76.5,27,0
12/23/2024 5:46,83,28.5,0
12/23/2024 5:46,76.3,28.1,0
12/23/2024 5:46,73.3,28.3,0
12/23/2024 5:47,70,28.2,0
12/23/2024 5:47,71.3,28.2,0
12/23/2024 5:47,71.3,27.8,0
12/23/2024 5:47,73.9,26.2,0
12/23/2024 5:47,68.7,26.3,0
12/23/2024 5:47,78.1,27.1,0
12/23/2024 5:47,67.2,28.4,0
12/23/2024 5:47,77.6,28.4,0
12/23/2024 5:47,78.4,26.6,0
12/23/2024 5:47,83.3,26.3,0
12/23/2024 5:47,71.7,28.4,0
12/23/2024 5:47,85.5,26.4,0
12/23/2024 5:48,76.5,28.5,0
12/23/2024 5:48,81.4,26.7,0
12/23/2024 5:48,77.4,27.4,0
12/23/2024 5:48,77.8,26.9,0
12/23/2024 5:48,83.8,26.8,0
12/23/2024 5:48,81,28.2,0
12/23/2024 5:48,83.1,26,0
12/23/2024 5:48,83.7,26.4,0
12/23/2024 5:48,83.6,28.2,0
12/23/2024 5:48,72.5,28.3,0
12/23/2024 5:48,81,28.5,0
12/23/2024 5:48,71,26.9,0
12/23/2024 5:49,72.1,26.8,0
12/23/2024 5:49,74.1,26.4,0
12/23/2024 5:49,67.4,26.4,0
12/23/2024 5:49,75.1,26.9,0
12/23/2024 5:49,77.3,26.3,0
12/23/2024 5:49,75.3,26.4,0
12/23/2024 5:49,80.9,26,0
12/23/2024 5:49,84.9,27.6,0
12/23/2024 5:49,73.5,27.5,0
12/23/2024 5:49,68.6,26.3,0
12/23/2024 5:49,78.4,27.5,0
12/23/2024 5:49,77.6,26.4,0
12/23/2024 5:50,67.3,26.1,0
12/23/2024 5:50,76.8,27,0
12/23/2024 5:50,75.9,26.1,0
12/23/2024 5:50,77.7,27,0
12/23/2024 5:50,78.8,26.5,0
12/23/2024 5:50,77.1,28.1,0
12/23/2024 5:50,75.4,27.3,0
12/23/2024 5:50,84.4,27.3,0
12/23/2024 5:50,80.4,26.9,0
12/23/2024 5:50,71,26.2,0
12/23/2024 5:50,69.8,26.7,0
12/23/2024 5:50,78,28,0
12/23/2024 5:51,85.8,28.1,0
12/23/2024 5:51,69.2,26.5,0
12/23/2024 5:51,74.8,27.7,0
12/23/2024 5:51,80.4,27.3,0
12/23/2024 5:51,76.1,28.3,0
12/23/2024 5:51,82.9,26.2,0
12/23/2024 5:51,75.1,26.6,0
12/23/2024 5:51,72.5,26.2,0
12/23/2024 5:51,76.8,27.7,0
12/23/2024 5:51,85,26.4,0
12/23/2024 5:51,82.7,26.5,0
12/23/2024 5:51,72.3,26.2,0
12/23/2024 5:52,75.2,27.7,0
12/23/2024 5:52,68,26.5,0
12/23/2024 5:52,74.5,27.5,0
12/23/2024 5:52,78,26.4,0
12/23/2024 5:52,80,26.3,0
12/23/2024 5:52,84.8,26.9,0
12/23/2024 5:52,69.6,26.1,0
12/23/2024 5:52,73.1,27.1,0
12/23/2024 5:52,83.5,26.8,0
12/23/2024 5:52,73.7,27.4,0
12/23/2024 5:52,73.5,28,0
12/23/2024 5:52,70.7,26.9,0
12/23/2024 5:53,71.6,27.9,0
12/23/2024 5:53,82.2,26.8,0
12/23/2024 5:53,77.2,28.2,0
12/23/2024 5:53,74.5,27,0
12/23/2024 5:53,81.5,26.3,0
12/23/2024 5:53,69.9,28.4,0
12/23/2024 5:53,72.3,26.8,0
12/23/2024 5:53,69.8,27.6,0
12/23/2024 5:53,75.5,28.4,0
12/23/2024 5:53,85,26.6,0
12/23/2024 5:53,83,27,0
12/23/2024 5:53,85.1,27.6,0
12/23/2024 5:54,71.8,27.9,0
12/23/2024 5:54,67.3,26.7,0
12/23/2024 5:54,73.2,27.9,0
12/23/2024 5:54,75,27.4,0
12/23/2024 5:54,85.8,26.9,0
12/23/2024 5:54,71.1,28.5,0
12/23/2024 5:54,76.1,28.1,0
12/23/2024 5:54,76.4,26.8,0
12/23/2024 5:54,75.3,27.1,0
12/23/2024 5:54,68.9,26.2,0
12/23/2024 5:54,79.8,28.3,0
12/23/2024 5:54,74.3,26.7,0
12/23/2024 5:55,84.2,26.9,0
12/23/2024 5:55,69.4,26.2,0
12/23/2024 5:55,67.9,28.3,0
12/23/2024 5:55,83.5,27.6,0
12/23/2024 5:55,73.3,26.7,0
12/23/2024 5:55,75.8,26.6,0
12/23/2024 5:55,75.5,27.1,0
12/23/2024 5:55,79.4,26.1,0
12/23/2024 5:55,83.3,27.4,0
12/23/2024 5:55,76.1,26.6,0
12/23/2024 5:55,76.7,28.1,0
12/23/2024 5:55,75.3,26.5,0
12/23/2024 5:56,67.7,27.3,0
12/23/2024 5:56,83.5,28.3,0
12/23/2024 5:56,81,27.4,0
12/23/2024 5:56,79.6,27.2,0
