time,temperature,humidity,rain
2024-12-23 05:07:15,24,57,0.0
2024-12-23 05:07:20,26,58,0.5
2024-12-23 05:07:25,28,59,1.0
2024-12-23 05:07:30,20,50,0.0
2024-12-23 05:07:35,22,51,0.5
2024-12-23 05:07:40,24,52,1.0
2024-12-23 05:07:45,26,53,0.0
2024-12-23 05:07:50,28,54,0.5
2024-12-23 05:07:55,20,55,1.0
2024-12-23 05:08:00,22,56,0.0
2024-12-23 05:08:05,24,57,0.5
2024-12-23 05:08:10,26,58,1.0
2024-12-23 05:08:15,28,59,0.0
2024-12-23 05:08:20,20,50,0.5
2024-12-23 05:08:25,22,51,1.0
2024-12-23 05:08:30,24,52,0.0
2024-12-23 05:08:35,26,53,0.5
2024-12-23 05:08:40,28,54,1.0
2024-12-23 05:08:45,20,55,0.0
2024-12-23 05:08:50,22,56,0.5
2024-12-23 05:08:55,24,57,1.0
2024-12-23 05:09:00,26,58,0.0
2024-12-23 05:09:05,28,59,0.5
2024-12-23 05:09:10,20,50,1.0
2024-12-23 05:09:15,22,51,0.0
2024-12-23 05:09:20,24,52,0.5
2024-12-23 05:09:25,26,53,1.0
2024-12-23 05:09:30,28,54,0.0
2024-12-23 05:09:35,20,55,0.5
2024-12-23 05:09:40,22,56,1.0
2024-12-23 05:09:45,24,57,0.0
2024-12-23 05:09:50,26,58,0.5
2024-12-23 05:09:55,28,59,1.0
2024-12-23 05:10:00,20,50,0.0
2024-12-23 05:10:05,22,51,0.5
2024-12-23 05:10:10,24,52,1.0
2024-12-23 05:10:15,26,53,0.0
2024-12-23 05:10:20,28,54,0.5
2024-12-23 05:10:25,20,55,1.0
2024-12-23 05:10:30,22,56,0.0
2024-12-23 05:10:35,24,57,0.5
2024-12-23 05:10:40,26,58,1.0
2024-12-23 05:10:45,28,59,0.0
2024-12-23 05:10:50,20,50,0.5
2024-12-23 05:10:55,22,51,1.0
2024-12-23 05:11:00,24,52,0.0
2024-12-23 05:11:05,26,53,0.5
2024-12-23 05:11:10,28,54,1.0
2024-12-23 05:11:15,20,55,0.0
2024-12-23 05:11:20,22,56,0.5
2024-12-23 05:11:25,24,57,1.0
2024-12-23 05:11:30,26,58,0.0
2024-12-23 05:11:35,28,59,0.5
2024-12-23 05:11:40,20,50,1.0
2024-12-23 05:11:45,22,51,0.0
2024-12-23 05:11:50,24,52,0.5
2024-12-23 05:11:55,26,53,1.0
2024-12-23 05:12:00,28,54,0.0
2024-12-23 05:12:05,20,55,0.5
2024-12-23 05:12:10,22,56,1.0
2024-12-23 05:12:15,24,57,0.0
2024-12-23 05:12:20,26,58,0.5
2024-12-23 05:12:25,28,59,1.0
2024-12-23 05:12:30,20,50,0.0
2024-12-23 05:12:35,22,51,0.5
2024-12-23 05:12:40,24,52,1.0
2024-12-23 05:12:45,26,53,0.0
2024-12-23 05:12:50,28,54,0.5
2024-12-23 05:12:55,20,55,1.0
2024-12-23 05:13:00,22,56,0.0
2024-12-23 05:13:05,24,57,0.5
2024-12-23 05:13:10,26,58,1.0
2024-12-23 05:13:15,28,59,0.0
2024-12-23 05:13:20,20,50,0.5
2024-12-23 05:13:25,22,51,1.0
2024-12-23 05:13:30,24,52,0.0
2024-12-23 05:13:35,26,53,0.5
2024-12-23 05:13:40,28,54,1.0
2024-12-23 05:13:45,20,55,0.0
2024-12-23 05:13:50,22,56,0.5
2024-12-23 05:13:55,24,57,1.0
2024-12-23 05:14:00,26,58,0.0
2024-12-23 05:14:05,28,59,0.5
2024-12-23 05:14:10,20,50,1.0
2024-12-23 05:14:15,22,51,0.0
2024-12-23 05:14:20,24,52,0.5
2024-12-23 05:14:25,26,53,1.0
2024-12-23 05:14:30,28,54,0.0
2024-12-23 05:14:35,20,55,0.5
2024-12-23 05:14:40,22,56,1.0
2024-12-23 05:14:45,24,57,0.0
2024-12-23 05:14:50,26,58,0.5
2024-12-23 05:14:55,28,59,1.0
2024-12-23 05:15:00,20,50,0.0
2024-12-23 05:15:05,22,51,0.5
2024-12-23 05:15:10,24,52,1.0
2024-12-23 05:15:15,26,53,0.0
2024-12-23 05:15:20,28,54,0.5
2024-12-23 05:15:25,20,55,1.0
2024-12-23 05:15:30,22,56,0.0
2024-12-23 05:15:35,24,57,0.5
2024-12-23 05:15:40,26,58,1.0
2024-12-23 05:15:45,28,59,0.0
2024-12-23 05:15:50,20,50,0.5
2024-12-23 05:15:55,22,51,1.0
2024-12-23 05:16:00,24,52,0.0
2024-12-23 05:16:05,26,53,0.5
2024-12-23 05:16:10,28,54,1.0
2024-12-23 05:16:15,20,55,0.0
2024-12-23 05:16:20,22,56,0.5
2024-12-23 05:16:25,24,57,1.0
2024-12-23 05:16:30,26,58,0.0
2024-12-23 05:16:35,28,59,0.5
2024-12-23 05:16:40,20,50,1.0
2024-12-23 05:16:45,22,51,0.0
2024-12-23 05:16:50,24,52,0.5
2024-12-23 05:16:55,26,53,1.0
2024-12-23 05:17:00,28,54,0.0
2024-12-23 05:17:05,20,55,0.5
2024-12-23 05:17:10,22,56,1.0
2024-12-23 05:17:15,24,57,0.0
2024-12-23 05:17:20,26,58,0.5
2024-12-23 05:17:25,28,59,1.0
2024-12-23 05:17:30,20,50,0.0
2024-12-23 05:17:35,22,51,0.5
2024-12-23 05:17:40,24,52,1.0
2024-12-23 05:17:45,26,53,0.0
2024-12-23 05:17:50,28,54,0.5
2024-12-23 05:17:55,20,55,1.0
2024-12-23 05:18:00,22,56,0.0
2024-12-23 05:18:05,24,57,0.5
2024-12-23 05:18:10,26,58,1.0
2024-12-23 05:18:15,28,59,0.0
2024-12-23 05:18:20,20,50,0.5
2024-12-23 05:18:25,22,51,1.0
2024-12-23 05:18:30,24,52,0.0
2024-12-23 05:18:35,26,53,0.5
2024-12-23 05:18:40,28,54,1.0
2024-12-23 05:18:45,20,55,0.0
2024-12-23 05:18:50,22,56,0.5
2024-12-23 05:18:55,24,57,1.0
2024-12-23 05:19:00,26,58,0.0
2024-12-23 05:19:05,28,59,0.5
2024-12-23 05:19:10,20,50,1.0
2024-12-23 05:19:15,22,51,0.0
2024-12-23 05:19:20,24,52,0.5
2024-12-23 05:19:25,26,53,1.0
2024-12-23 05:19:30,28,54,0.0
2024-12-23 05:19:35,20,55,0.5
2024-12-23 05:19:40,22,56,1.0
2024-12-23 05:19:45,24,57,0.0
2024-12-23 05:19:50,26,58,0.5
2024-12-23 05:19:55,28,59,1.0
2024-12-23 05:20:00,20,50,0.0
2024-12-23 05:20:05,22,51,0.5
2024-12-23 05:20:10,24,52,1.0
2024-12-23 05:20:15,26,53,0.0
2024-12-23 05:20:20,28,54,0.5
2024-12-23 05:20:25,20,55,1.0
2024-12-23 05:20:30,22,56,0.0
2024-12-23 05:20:35,24,57,0.5
2024-12-23 05:20:40,26,58,1.0
2024-12-23 05:20:45,28,59,0.0
2024-12-23 05:20:50,20,50,0.5
2024-12-23 05:20:55,22,51,1.0
2024-12-23 05:21:00,24,52,0.0
2024-12-23 05:21:05,26,53,0.5
2024-12-23 05:21:10,28,54,1.0
2024-12-23 05:21:15,20,55,0.0
2024-12-23 05:21:20,22,56,0.5
2024-12-23 05:21:25,24,57,1.0
2024-12-23 05:21:30,26,58,0.0
2024-12-23 05:21:35,28,59,0.5
2024-12-23 05:21:40,20,50,1.0
2024-12-23 05:21:45,22,51,0.0
2024-12-23 05:21:50,24,52,0.5
2024-12-23 05:21:55,26,53,1.0
2024-12-23 05:22:00,28,54,0.0
2024-12-23 05:22:05,20,55,0.5
2024-12-23 05:22:10,22,56,1.0
2024-12-23 05:22:15,24,57,0.0
2024-12-23 05:22:20,26,58,0.5
2024-12-23 05:22:25,28,59,1.0
2024-12-23 05:22:30,20,50,0.0
2024-12-23 05:22:35,22,51,0.5
2024-12-23 05:22:40,24,52,1.0
2024-12-23 05:22:45,26,53,0.0
2024-12-23 05:22:50,28,54,0.5
2024-12-23 05:22:55,20,55,1.0
2024-12-23 05:23:00,22,56,0.0
2024-12-23 05:23:05,24,57,0.5
2024-12-23 05:23:10,26,58,1.0
2024-12-23 05:23:15,28,59,0.0
2024-12-23 05:23:20,20,50,0.5
2024-12-23 05:23:25,22,51,1.0
2024-12-23 05:23:30,24,52,0.0
2024-12-23 05:23:35,26,53,0.5
2024-12-23 05:23:40,28,54,1.0
2024-12-23 05:23:45,20,55,0.0
2024-12-23 05:23:50,22,56,0.5
2024-12-23 05:23:55,24,57,1.0
2024-12-23 05:24:00,26,58,0.0
2024-12-23 05:24:05,28,59,0.5
2024-12-23 05:24:10,20,50,1.0
2024-12-23 05:24:15,22,51,0.0
2024-12-23 05:24:20,24,52,0.5
2024-12-23 05:24:25,26,53,1.0
2024-12-23 05:24:30,28,54,0.0
2024-12-23 05:24:35,20,55,0.5
2024-12-23 05:24:40,22,56,1.0
2024-12-23 05:24:45,24,57,0.0
2024-12-23 05:24:50,26,58,0.5
2024-12-23 05:24:55,28,59,1.0
2024-12-23 05:25:00,20,50,0.0
2024-12-23 05:25:05,22,51,0.5
2024-12-23 05:25:10,24,52,1.0
2024-12-23 05:25:15,26,53,0.0
2024-12-23 05:25:20,28,54,0.5
2024-12-23 05:25:25,20,55,1.0
2024-12-23 05:25:30,22,56,0.0
2024-12-23 05:25:35,24,57,0.5
2024-12-23 05:25:40,26,58,1.0
2024-12-23 05:25:45,28,59,0.0
2024-12-23 05:25:50,20,50,0.5
2024-12-23 05:25:55,22,51,1.0
2024-12-23 05:26:00,24,52,0.0
2024-12-23 05:26:05,26,53,0.5
2024-12-23 05:26:10,28,54,1.0
2024-12-23 05:26:15,20,55,0.0
2024-12-23 05:26:20,22,56,0.5
2024-12-23 05:26:25,24,57,1.0
2024-12-23 05:26:30,26,58,0.0
2024-12-23 05:26:35,28,59,0.5
2024-12-23 05:26:40,20,50,1.0
2024-12-23 05:26:45,22,51,0.0
2024-12-23 05:26:50,24,52,0.5
2024-12-23 05:26:55,26,53,1.0
2024-12-23 05:27:00,28,54,0.0
2024-12-23 05:27:05,20,55,0.5
2024-12-23 05:27:10,22,56,1.0
2024-12-23 05:27:15,24,57,0.0
2024-12-23 05:27:20,26,58,0.5
2024-12-23 05:27:25,28,59,1.0
2024-12-23 05:27:30,20,50,0.0
2024-12-23 05:27:35,22,51,0.5
2024-12-23 05:27:40,24,52,1.0
2024-12-23 05:27:45,26,53,0.0
2024-12-23 05:27:50,28,54,0.5
2024-12-23 05:27:55,20,55,1.0
2024-12-23 05:28:00,22,56,0.0
2024-12-23 05:28:05,24,57,0.5
2024-12-23 05:28:10,26,58,1.0
2024-12-23 05:28:15,28,59,0.0
2024-12-23 05:28:20,20,50,0.5
2024-12-23 05:28:25,22,51,1.0
2024-12-23 05:28:30,24,52,0.0
2024-12-23 05:28:35,26,53,0.5
2024-12-23 05:28:40,28,54,1.0
2024-12-23 05:28:45,20,55,0.0
2024-12-23 05:28:50,22,56,0.5
2024-12-23 05:28:55,24,57,1.0
2024-12-23 05:29:00,26,58,0.0
2024-12-23 05:29:05,28,59,0.5
2024-12-23 05:29:10,20,50,1.0
2024-12-23 05:29:15,22,51,0.0
2024-12-23 05:29:20,24,52,0.5
2024-12-23 05:29:25,26,53,1.0
2024-12-23 05:29:30,28,54,0.0
2024-12-23 05:29:35,20,55,0.5
2024-12-23 05:29:40,22,56,1.0
2024-12-23 05:29:45,24,57,0.0
2024-12-23 05:29:50,26,58,0.5
2024-12-23 05:29:55,28,59,1.0
2024-12-23 05:30:00,20,50,0.0
2024-12-23 05:30:05,22,51,0.5
2024-12-23 05:30:10,24,52,1.0
2024-12-23 05:30:15,26,53,0.0
2024-12-23 05:30:20,28,54,0.5
2024-12-23 05:30:25,20,55,1.0
2024-12-23 05:30:30,22,56,0.0
2024-12-23 05:30:35,24,57,0.5
2024-12-23 05:30:40,26,58,1.0
2024-12-23 05:30:45,28,59,0.0
2024-12-23 05:30:50,20,50,0.5
2024-12-23 05:30:55,22,51,1.0
2024-12-23 05:31:00,24,52,0.0
2024-12-23 05:31:05,26,53,0.5
2024-12-23 05:31:10,28,54,1.0
2024-12-23 05:31:15,20,55,0.0
2024-12-23 05:31:20,22,56,0.5
2024-12-23 05:31:25,24,57,1.0
2024-12-23 05:31:30,26,58,0.0
2024-12-23 05:31:35,28,59,0.5
2024-12-23 05:31:40,20,50,1.0
2024-12-23 05:31:45,22,51,0.0
2024-12-23 05:31:50,24,52,0.5
2024-12-23 05:31:55,26,53,1.0
2024-12-23 05:32:00,28,54,0.0
2024-12-23 05:32:05,20,55,0.5
2024-12-23 05:32:10,22,56,1.0
2024-12-23 05:32:15,24,57,0.0
2024-12-23 05:32:20,26,58,0.5
2024-12-23 05:32:25,28,59,1.0
2024-12-23 05:32:30,20,50,0.0
2024-12-23 05:32:35,22,51,0.5
2024-12-23 05:32:40,24,52,1.0
2024-12-23 05:32:45,26,53,0.0
2024-12-23 05:32:50,28,54,0.5
2024-12-23 05:32:55,20,55,1.0
2024-12-23 05:33:00,22,56,0.0
2024-12-23 05:33:05,24,57,0.5
2024-12-23 05:33:10,26,58,1.0
2024-12-23 05:33:15,28,59,0.0
2024-12-23 05:33:20,20,50,0.5
2024-12-23 05:33:25,22,51,1.0
2024-12-23 05:33:30,24,52,0.0
2024-12-23 05:33:35,26,53,0.5
2024-12-23 05:33:40,28,54,1.0
2024-12-23 05:33:45,20,55,0.0
2024-12-23 05:33:50,22,56,0.5
2024-12-23 05:33:55,24,57,1.0
2024-12-23 05:34:00,26,58,0.0
2024-12-23 05:34:05,28,59,0.5
2024-12-23 05:34:10,20,50,1.0
2024-12-23 05:34:15,22,51,0.0
2024-12-23 05:34:20,24,52,0.5
2024-12-23 05:34:25,26,53,1.0
2024-12-23 05:34:30,28,54,0.0
2024-12-23 05:34:35,20,55,0.5
2024-12-23 05:34:40,22,56,1.0
2024-12-23 05:34:45,24,57,0.0
2024-12-23 05:34:50,26,58,0.5
2024-12-23 05:34:55,28,59,1.0
2024-12-23 05:35:00,20,50,0.0
2024-12-23 05:35:05,22,51,0.5
2024-12-23 05:35:10,24,52,1.0
2024-12-23 05:35:15,26,53,0.0
2024-12-23 05:35:20,28,54,0.5
2024-12-23 05:35:25,20,55,1.0
2024-12-23 05:35:30,22,56,0.0
2024-12-23 05:35:35,24,57,0.5
2024-12-23 05:35:40,26,58,1.0
2024-12-23 05:35:45,28,59,0.0
2024-12-23 05:35:50,20,50,0.5
2024-12-23 05:35:55,22,51,1.0
2024-12-23 05:36:00,24,52,0.0
2024-12-23 05:36:05,26,53,0.5
2024-12-23 05:36:10,28,54,1.0
2024-12-23 05:36:15,20,55,0.0
2024-12-23 05:36:20,22,56,0.5
2024-12-23 05:36:25,24,57,1.0
2024-12-23 05:36:30,26,58,0.0
2024-12-23 05:36:35,28,59,0.5
2024-12-23 05:36:40,20,50,1.0
2024-12-23 05:36:45,22,51,0.0
2024-12-23 05:36:50,24,52,0.5
2024-12-23 05:36:55,26,53,1.0
2024-12-23 05:37:00,28,54,0.0
2024-12-23 05:37:05,20,55,0.5
2024-12-23 05:37:10,22,56,1.0
2024-12-23 05:37:15,24,57,0.0
2024-12-23 05:37:20,26,58,0.5
2024-12-23 05:37:25,28,59,1.0
2024-12-23 05:37:30,20,50,0.0
2024-12-23 05:37:35,22,51,0.5
2024-12-23 05:37:40,24,52,1.0
2024-12-23 05:37:45,26,53,0.0
2024-12-23 05:37:50,28,54,0.5
2024-12-23 05:37:55,20,55,1.0
2024-12-23 05:38:00,22,56,0.0
2024-12-23 05:38:05,24,57,0.5
2024-12-23 05:38:10,26,58,1.0
2024-12-23 05:38:15,28,59,0.0
2024-12-23 05:38:20,20,50,0.5
2024-12-23 05:38:25,22,51,1.0
2024-12-23 05:38:30,24,52,0.0
2024-12-23 05:38:35,26,53,0.5
2024-12-23 05:38:40,28,54,1.0
2024-12-23 05:38:45,20,55,0.0
2024-12-23 05:38:50,22,56,0.5
2024-12-23 05:38:55,24,57,1.0
2024-12-23 05:39:00,26,58,0.0
2024-12-23 05:39:05,28,59,0.5
2024-12-23 05:39:10,20,50,1.0
2024-12-23 05:39:15,22,51,0.0
2024-12-23 05:39:20,24,52,0.5
2024-12-23 05:39:25,26,53,1.0
2024-12-23 05:39:30,28,54,0.0
2024-12-23 05:39:35,20,55,0.5
2024-12-23 05:39:40,22,56,1.0
2024-12-23 05:39:45,24,57,0.0
2024-12-23 05:39:50,26,58,0.5
2024-12-23 05:39:55,28,59,1.0
2024-12-23 05:40:00,20,50,0.0
2024-12-23 05:40:05,22,51,0.5
2024-12-23 05:40:10,24,52,1.0
2024-12-23 05:40:15,26,53,0.0
2024-12-23 05:40:20,28,54,0.5
2024-12-23 05:40:25,20,55,1.0
2024-12-23 05:40:30,22,56,0.0
2024-12-23 05:40:35,24,57,0.5
2024-12-23 05:40:40,26,58,1.0
2024-12-23 05:40:45,28,59,0.0
2024-12-23 05:40:50,20,50,0.5
2024-12-23 05:40:55,22,51,1.0
2024-12-23 05:41:00,24,52,0.0
2024-12-23 05:41:05,26,53,0.5
2024-12-23 05:41:10,28,54,1.0
2024-12-23 05:41:15,20,55,0.0
2024-12-23 05:41:20,22,56,0.5
2024-12-23 05:41:25,24,57,1.0
2024-12-23 05:41:30,26,58,0.0
2024-12-23 05:41:35,28,59,0.5
2024-12-23 05:41:40,20,50,1.0
2024-12-23 05:41:45,22,51,0.0
2024-12-23 05:41:50,24,52,0.5
2024-12-23 05:41:55,26,53,1.0
2024-12-23 05:42:00,28,54,0.0
2024-12-23 05:42:05,20,55,0.5
2024-12-23 05:42:10,22,56,1.0
2024-12-23 05:42:15,24,57,0.0
2024-12-23 05:42:20,26,58,0.5
2024-12-23 05:42:25,28,59,1.0
2024-12-23 05:42:30,20,50,0.0
2024-12-23 05:42:35,22,51,0.5
2024-12-23 05:42:40,24,52,1.0
2024-12-23 05:42:45,26,53,0.0
2024-12-23 05:42:50,28,54,0.5
2024-12-23 05:42:55,20,55,1.0
2024-12-23 05:43:00,22,56,0.0
2024-12-23 05:43:05,24,57,0.5
2024-12-23 05:43:10,26,58,1.0
2024-12-23 05:43:15,28,59,0.0
2024-12-23 05:43:20,20,50,0.5
2024-12-23 05:43:25,22,51,1.0
2024-12-23 05:43:30,24,52,0.0
2024-12-23 05:43:35,26,53,0.5
2024-12-23 05:43:40,28,54,1.0
2024-12-23 05:43:45,20,55,0.0
2024-12-23 05:43:50,22,56,0.5
2024-12-23 05:43:55,24,57,1.0
2024-12-23 05:44:00,26,58,0.0
2024-12-23 05:44:05,28,59,0.5
2024-12-23 05:44:10,20,50,1.0
2024-12-23 05:44:15,22,51,0.0
2024-12-23 05:44:20,24,52,0.5
2024-12-23 05:44:25,26,53,1.0
2024-12-23 05:44:30,28,54,0.0
2024-12-23 05:44:35,20,55,0.5
2024-12-23 05:44:40,22,56,1.0
2024-12-23 05:44:45,24,57,0.0
2024-12-23 05:44:50,26,58,0.5
2024-12-23 05:44:55,28,59,1.0
2024-12-23 05:45:00,20,50,0.0
2024-12-23 05:45:05,22,51,0.5
2024-12-23 05:45:10,24,52,1.0
2024-12-23 05:45:15,26,53,0.0
2024-12-23 05:45:20,28,54,0.5
2024-12-23 05:45:25,20,55,1.0
2024-12-23 05:45:30,22,56,0.0
2024-12-23 05:45:35,24,57,0.5
2024-12-23 05:45:40,26,58,1.0
2024-12-23 05:45:45,28,59,0.0
2024-12-23 05:45:50,20,50,0.5
2024-12-23 05:45:55,22,51,1.0
2024-12-23 05:46:00,24,52,0.0
2024-12-23 05:46:05,26,53,0.5
2024-12-23 05:46:10,28,54,1.0
2024-12-23 05:46:15,20,55,0.0
2024-12-23 05:46:20,22,56,0.5
2024-12-23 05:46:25,24,57,1.0
2024-12-23 05:46:30,26,58,0.0
2024-12-23 05:46:35,28,59,0.5
2024-12-23 05:46:40,20,50,1.0
2024-12-23 05:46:45,22,51,0.0
2024-12-23 05:46:50,24,52,0.5
2024-12-23 05:46:55,26,53,1.0
2024-12-23 05:47:00,28,54,0.0
2024-12-23 05:47:05,20,55,0.5
2024-12-23 05:47:10,22,56,1.0
2024-12-23 05:47:15,24,57,0.0
2024-12-23 05:47:20,26,58,0.5
2024-12-23 05:47:25,28,59,1.0
2024-12-23 05:47:30,20,50,0.0
2024-12-23 05:47:35,22,51,0.5
2024-12-23 05:47:40,24,52,1.0
2024-12-23 05:47:45,26,53,0.0
2024-12-23 05:47:50,28,54,0.5
2024-12-23 05:47:55,20,55,1.0
2024-12-23 05:48:00,22,56,0.0
2024-12-23 05:48:05,24,57,0.5
2024-12-23 05:48:10,26,58,1.0
2024-12-23 05:48:15,28,59,0.0
2024-12-23 05:48:20,20,50,0.5
2024-12-23 05:48:25,22,51,1.0
2024-12-23 05:48:30,24,52,0.0
2024-12-23 05:48:35,26,53,0.5
2024-12-23 05:48:40,28,54,1.0
2024-12-23 05:48:45,20,55,0.0
2024-12-23 05:48:50,22,56,0.5
2024-12-23 05:48:55,24,57,1.0
2024-12-23 05:49:00,26,58,0.0
2024-12-23 05:49:05,28,59,0.5
2024-12-23 05:49:10,20,50,1.0
2024-12-23 05:49:15,22,51,0.0
2024-12-23 05:49:20,24,52,0.5
2024-12-23 05:49:25,26,53,1.0
2024-12-23 05:49:30,28,54,0.0
2024-12-23 05:49:35,20,55,0.5
2024-12-23 05:49:40,22,56,1.0
2024-12-23 05:49:45,24,57,0.0
2024-12-23 05:49:50,26,58,0.5
2024-12-23 05:49:55,28,59,1.0
2024-12-23 05:50:00,20,50,0.0
2024-12-23 05:50:05,22,51,0.5
2024-12-23 05:50:10,24,52,1.0
2024-12-23 05:50:15,26,53,0.0
2024-12-23 05:50:20,28,54,0.5
2024-12-23 05:50:25,20,55,1.0
2024-12-23 05:50:30,22,56,0.0
2024-12-23 05:50:35,24,57,0.5
2024-12-23 05:50:40,26,58,1.0
2024-12-23 05:50:45,28,59,0.0
2024-12-23 05:50:50,20,50,0.5
2024-12-23 05:50:55,22,51,1.0
2024-12-23 05:51:00,24,52,0.0
2024-12-23 05:51:05,26,53,0.5
2024-12-23 05:51:10,28,54,1.0
2024-12-23 05:51:15,20,55,0.0
2024-12-23 05:51:20,22,56,0.5
2024-12-23 05:51:25,24,57,1.0
2024-12-23 05:51:30,26,58,0.0
2024-12-23 05:51:35,28,59,0.5
2024-12-23 05:51:40,20,50,1.0
2024-12-23 05:51:45,22,51,0.0
2024-12-23 05:51:50,24,52,0.5
2024-12-23 05:51:55,26,53,1.0
2024-12-23 05:52:00,28,54,0.0
2024-12-23 05:52:05,20,55,0.5
2024-12-23 05:52:10,22,56,1.0
2024-12-23 05:52:15,24,57,0.0
2024-12-23 05:52:20,26,58,0.5
2024-12-23 05:52:25,28,59,1.0
2024-12-23 05:52:30,20,50,0.0
2024-12-23 05:52:35,22,51,0.5
2024-12-23 05:52:40,24,52,1.0
2024-12-23 05:52:45,26,53,0.0
2024-12-23 05:52:50,28,54,0.5
2024-12-23 05:52:55,20,55,1.0
2024-12-23 05:53:00,22,56,0.0
2024-12-23 05:53:05,24,57,0.5
2024-12-23 05:53:10,26,58,1.0
2024-12-23 05:53:15,28,59,0.0
2024-12-23 05:53:20,20,50,0.5
2024-12-23 05:53:25,22,51,1.0
2024-12-23 05:53:30,24,52,0.0
2024-12-23 05:53:35,26,53,0.5
2024-12-23 05:53:40,28,54,1.0
2024-12-23 05:53:45,20,55,0.0
2024-12-23 05:53:50,22,56,0.5
2024-12-23 05:53:55,24,57,1.0
2024-12-23 05:54:00,26,58,0.0
2024-12-23 05:54:05,28,59,0.5
2024-12-23 05:54:10,20,50,1.0
2024-12-23 05:54:15,22,51,0.0
2024-12-23 05:54:20,24,52,0.5
2024-12-23 05:54:25,26,53,1.0
2024-12-23 05:54:30,28,54,0.0
2024-12-23 05:54:35,20,55,0.5
2024-12-23 05:54:40,22,56,1.0
2024-12-23 05:54:45,24,57,0.0
2024-12-23 05:54:50,26,58,0.5
2024-12-23 05:54:55,28,59,1.0
2024-12-23 05:55:00,20,50,0.0
2024-12-23 05:55:05,22,51,0.5
2024-12-23 05:55:10,24,52,1.0
2024-12-23 05:55:15,26,53,0.0
2024-12-23 05:55:20,28,54,0.5
